gdp_year,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
gdp,1.3,2.3,0.2,3.2,4.8,3.7,3.3,3.8,4.7,4,3.1,1.6,2.2,1.3,3.4,2.9,3.1,3.5,2.8,3.6,4.2,1.6,1.6,2,3.3,2.8,3.1,2.8,0.3,-3.4,3.1,1.8,1.2,1.5,2.1,2.4,1.8,2.6,2.3,1.9,-4,6,2.9,1.7,1.8,1.4,1.5,1.7,1.7,1.7,1.7
