Unemployment rate (Percent),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Advanced economies,5.6,6.3,7.6,7.9,7.5,7.4,7.3,6.9,6.3,5.9,5.8,6.4,7.1,7.6,7.4,7.1,7.1,6.9,6.9,6.6,6.1,6.1,6.6,6.8,6.6,6.3,5.9,5.5,5.9,8.1,8.4,8,8.1,8,7.3,6.7,6.3,5.7,5.1,4.8,6.6,5.6,4.5,4.4,4.6,4.7,4.6,4.6,4.5,4.4,4.4
